id,name,download_url,downloader_code,storage_folder
b3a8ba0a-63a4-4ae3-acc9-88e33a092c57,UniTV Mobile,https://inovatv.pro/unitv-mobile,,public/apps/unitv/mobile
8cf16134-2b69-41b1-8814-568ab8472746,UniTV TV Box,https://inovatv.pro/unitv-tv,,public/apps/unitv/tv
6257b4c4-5635-470b-b7cb-0d9bf1486c05,teste100,,,
19d057bb-3b63-43ad-bccb-663b967d450a,sei la,,,
3b179124-69a5-4019-a022-602ca45e3520,bb,,,
